0.23,0.205,0.005
0.27,0.205,0.005
0.21,0.215,0.005
0.29,0.215,0.005
0.21,0.225,0.005
0.29,0.225,0.005
0.2,0.235,0.005
0.3,0.235,0.005
0.2,0.245,0.005
0.3,0.245,0.005
0.2,0.255,0.005
0.3,0.255,0.005
0.2,0.265,0.005
0.3,0.265,0.005
0.21,0.275,0.005
0.29,0.275,0.005
0.21,0.285,0.005
0.29,0.285,0.005
0.23,0.295,0.005
0.27,0.295,0.005
0.24,0.165,0.015
0.26,0.165,0.015
0.21,0.175,0.015
0.29,0.175,0.015
0.19,0.185,0.015
0.31,0.185,0.015
0.18,0.195,0.015
0.32,0.195,0.015
0.18,0.205,0.015
0.32,0.205,0.015
0.17,0.215,0.015
0.33,0.215,0.015
0.17,0.225,0.015
0.33,0.225,0.015
0.17,0.235,0.015
0.33,0.235,0.015
0.16,0.245,0.015
0.34,0.245,0.015
0.16,0.255,0.015
0.34,0.255,0.015
0.17,0.265,0.015
0.33,0.265,0.015
0.17,0.275,0.015
0.33,0.275,0.015
0.17,0.285,0.015
0.33,0.285,0.015
0.18,0.295,0.015
0.32,0.295,0.015
0.18,0.305,0.015
0.32,0.305,0.015
0.19,0.315,0.015
0.31,0.315,0.015
0.21,0.325,0.015
0.29,0.325,0.015
0.24,0.335,0.015
0.26,0.335,0.015
0.22,0.145,0.025
0.28,0.145,0.025
0.2,0.155,0.025
0.3,0.155,0.025
0.18,0.165,0.025
0.32,0.165,0.025
0.17,0.175,0.025
0.33,0.175,0.025
0.16,0.185,0.025
0.34,0.185,0.025
0.16,0.195,0.025
0.34,0.195,0.025
0.15,0.205,0.025
0.35,0.205,0.025
0.15,0.215,0.025
0.35,0.215,0.025
0.14,0.225,0.025
0.36,0.225,0.025
0.14,0.235,0.025
0.36,0.235,0.025
0.14,0.245,0.025
0.36,0.245,0.025
0.14,0.255,0.025
0.36,0.255,0.025
0.14,0.265,0.025
0.36,0.265,0.025
0.14,0.275,0.025
0.36,0.275,0.025
0.15,0.285,0.025
0.35,0.285,0.025
0.15,0.295,0.025
0.35,0.295,0.025
0.16,0.305,0.025
0.34,0.305,0.025
0.16,0.315,0.025
0.34,0.315,0.025
0.17,0.325,0.025
0.33,0.325,0.025
0.18,0.335,0.025
0.32,0.335,0.025
0.2,0.345,0.025
0.3,0.345,0.025
0.22,0.355,0.025
0.28,0.355,0.025
0.22,0.125,0.035
0.28,0.125,0.035
0.19,0.135,0.035
0.31,0.135,0.035
0.18,0.145,0.035
0.32,0.145,0.035
0.16,0.155,0.035
0.34,0.155,0.035
0.15,0.165,0.035
0.35,0.165,0.035
0.15,0.175,0.035
0.35,0.175,0.035
0.14,0.185,0.035
0.36,0.185,0.035
0.13,0.195,0.035
0.37,0.195,0.035
0.13,0.205,0.035
0.37,0.205,0.035
0.13,0.215,0.035
0.37,0.215,0.035
0.12,0.225,0.035
0.38,0.225,0.035
0.12,0.235,0.035
0.38,0.235,0.035
0.12,0.245,0.035
0.38,0.245,0.035
0.12,0.255,0.035
0.38,0.255,0.035
0.12,0.265,0.035
0.38,0.265,0.035
0.12,0.275,0.035
0.38,0.275,0.035
0.13,0.285,0.035
0.37,0.285,0.035
0.13,0.295,0.035
0.37,0.295,0.035
0.13,0.305,0.035
0.37,0.305,0.035
0.14,0.315,0.035
0.36,0.315,0.035
0.15,0.325,0.035
0.35,0.325,0.035
0.15,0.335,0.035
0.35,0.335,0.035
0.16,0.345,0.035
0.34,0.345,0.035
0.18,0.355,0.035
0.32,0.355,0.035
0.19,0.365,0.035
0.31,0.365,0.035
0.22,0.375,0.035
0.28,0.375,0.035
0.2,0.115,0.045
0.3,0.115,0.045
0.18,0.125,0.045
0.32,0.125,0.045
0.16,0.135,0.045
0.34,0.135,0.045
0.15,0.145,0.045
0.35,0.145,0.045
0.14,0.155,0.045
0.36,0.155,0.045
0.13,0.165,0.045
0.37,0.165,0.045
0.13,0.175,0.045
0.37,0.175,0.045
0.12,0.185,0.045
0.38,0.185,0.045
0.12,0.195,0.045
0.38,0.195,0.045
0.11,0.205,0.045
0.39,0.205,0.045
0.11,0.215,0.045
0.39,0.215,0.045
0.11,0.225,0.045
0.39,0.225,0.045
0.11,0.235,0.045
0.39,0.235,0.045
0.11,0.245,0.045
0.39,0.245,0.045
0.11,0.255,0.045
0.39,0.255,0.045
0.11,0.265,0.045
0.39,0.265,0.045
0.11,0.275,0.045
0.39,0.275,0.045
0.11,0.285,0.045
0.39,0.285,0.045
0.11,0.295,0.045
0.39,0.295,0.045
0.12,0.305,0.045
0.38,0.305,0.045
0.12,0.315,0.045
0.38,0.315,0.045
0.13,0.325,0.045
0.37,0.325,0.045
0.13,0.335,0.045
0.37,0.335,0.045
0.14,0.345,0.045
0.36,0.345,0.045
0.15,0.355,0.045
0.35,0.355,0.045
0.16,0.365,0.045
0.34,0.365,0.045
0.18,0.375,0.045
0.32,0.375,0.045
0.2,0.385,0.045
0.3,0.385,0.045
0.23,0.095,0.055
0.27,0.095,0.055
0.19,0.105,0.055
0.31,0.105,0.055
0.17,0.115,0.055
0.33,0.115,0.055
0.16,0.125,0.055
0.34,0.125,0.055
0.14,0.135,0.055
0.36,0.135,0.055
0.13,0.145,0.055
0.37,0.145,0.055
0.13,0.155,0.055
0.37,0.155,0.055
0.12,0.165,0.055
0.38,0.165,0.055
0.11,0.175,0.055
0.39,0.175,0.055
0.11,0.185,0.055
0.39,0.185,0.055
0.1,0.195,0.055
0.4,0.195,0.055
0.1,0.205,0.055
0.4,0.205,0.055
